    0.560573040000000037E+04    0.296579000000000015E+02    0.105155216995036024E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.744440130490798454E-13    0.578380767334957272E+04    0.160165576556655909E+01    0.107241919259784882E-13    0.103434209659732774E-14    0.577976447236851072E+04    0.455082419400461458E+01    0.305612814026934749E-13    0.270033450233272187E-14    0.577656896090348255E+04    0.123607051226581195E+02    0.877454370767869249E-14    0.817485997539091813E-14   -0.762436141274828572E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.164710162858724114E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.546422740995227190E-13    0.578352849533196422E+04    0.213161693023609633E+01    0.129446783026253826E-13    0.231066616444818749E-14    0.576337756944034209E+04    0.152854813711117057E+02    0.112632352626554624E-13    0.143255280817844233E-13    0.577951941396374968E+04    0.457346304307670426E+01    0.331762416253885528E-13    0.293527817212296371E-14   -0.759547049992552559E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.876642695207192078E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.620265622913792324E-13    0.578389595474090675E+04    0.166590311386950618E+01    0.872054709001652408E-14    0.184521902310358175E-14    0.577516367155671105E+04    0.142823086003108521E+02    0.171727281720743070E-13    0.111214800626592622E-13    0.577996795567806566E+04    0.404992560087880715E+01    0.299943381809273140E-13    0.246050162720003776E-14   -0.742219627584839259E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.442013523109399955E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.711716397829392131E-13    0.578269813204627735E+04    0.256453756062991722E+01    0.124352159534920585E-13    0.152815537234787588E-14    0.578068151664454399E+04    0.520179021125220142E+01    0.303830519127491300E-13    0.321703233091880218E-14    0.576520108158809126E+04    0.139042188673071969E+02    0.974705680044084786E-14    0.108260087346804510E-13   -0.736100704947055959E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.148828991189064201E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.755989050176825406E-13    0.578386959527528961E+04    0.165359534616204118E+01    0.846583506226612091E-14    0.201880935736984611E-14    0.578054425676694245E+04    0.459199720508942288E+01    0.354121581955230253E-13    0.301145728752205727E-14    0.577110661133975009E+04    0.113605054391589722E+02    0.916694737622796620E-14    0.706148970406928568E-14   -0.734128390355854776E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.139812128376559567E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.748641881168987978E-13    0.578247726412367774E+04    0.273932187698312823E+01    0.170528151745982136E-13    0.171367614613969020E-14    0.578004487709164096E+04    0.529732590927507996E+01    0.243675313532548171E-13    0.317885273876422521E-14    0.577191453258112870E+04    0.149250094450981141E+02    0.120802918084911444E-13    0.108389433062322871E-13   -0.732361795118850409E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.169266469496608521E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.739741242260239232E-13    0.578293902825442910E+04    0.292718705497557430E+01    0.220890111601818026E-13    0.181150071700591376E-14    0.577769226236943905E+04    0.496205365436539125E+01    0.188663242318213064E-13    0.311311500951915191E-14    0.578013821939482659E+04    0.141169586945348779E+02    0.123380200406268155E-13    0.857979121400799352E-14   -0.731092342650512137E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.774381269985319240E-15    0.566551170000000002E+04    0.356488999999999976E+02    0.755121649007140736E-13    0.578334099283281921E+04    0.229416764072994361E+01    0.139830163420324390E-13    0.142375146365477960E-14    0.577317921869832571E+04    0.132334599907853683E+02    0.126768259724839791E-13    0.803202243618342493E-14    0.578023964801184047E+04    0.496208188319424615E+01    0.276661082589175287E-13    0.379470083076038516E-14   -0.730841636131846144E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.565739015450553664E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.704728333022234955E-13    0.578355153650010743E+04    0.222633753726623862E+01    0.164420969964282887E-13    0.139350492137122323E-14    0.577930916659719787E+04    0.343741694043163193E+01    0.182482190137554874E-13    0.341554495268899981E-14    0.577644505630319782E+04    0.137737880537691257E+02    0.201609051162852167E-13    0.854953512258130175E-14   -0.729237285570226987E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.185113320781571710E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.763179904308308352E-13    0.578301606187001471E+04    0.179610477436034777E+01    0.104681826338310753E-13    0.172988145186541184E-14    0.578040102421024130E+04    0.462776558847932673E+01    0.280943105237599511E-13    0.342490342903366696E-14    0.577398447115665294E+04    0.147246899217255418E+02    0.160063055864254129E-13    0.910003890173945531E-14   -0.727532969709835413E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.491214672514166419E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.684914595154489756E-13    0.578285236032700323E+04    0.291744865020519573E+01    0.235804935480815314E-13    0.180459612345177378E-14    0.577755575715237865E+04    0.479171275969348898E+01    0.184972876241227536E-13    0.348948141708437147E-14    0.577792432169326185E+04    0.146889211744039905E+02    0.131071424523393013E-13    0.933800638510198661E-14   -0.726699664235351293E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.101992931252672317E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.648170417818963659E-13    0.578358612924081172E+04    0.266398600391018459E+01    0.149406339419306298E-13    0.253572434695616769E-14    0.576727108210953065E+04    0.146508561229965402E+02    0.926669633373049912E-14    0.113809742716965109E-13    0.577958541093887379E+04    0.462681007779111120E+01    0.281810937394352843E-13    0.285515874118040399E-14   -0.726594091410291014E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.976454132585210552E-15    0.566551170000000002E+04    0.356488999999999976E+02    0.770362268260730047E-13    0.578253010906619693E+04    0.249618826561544349E+01    0.156887977787081102E-13    0.146764097362965665E-14    0.577973944520868099E+04    0.503633166257183174E+01    0.239648527344364007E-13    0.298102072052683399E-14    0.577635645596203085E+04    0.138775695842951965E+02    0.142073636049713035E-13    0.936037513137556925E-14   -0.726212741688310075E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.287129315721942267E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.729115219999809466E-13    0.578275495613553448E+04    0.219535059015978185E+01    0.142871263456576960E-13    0.141453525128671750E-14    0.577984449779480838E+04    0.587390663356969522E+01    0.298939950789649951E-13    0.520624329261637016E-14    0.576861761612515784E+04    0.150220802617739650E+02    0.942791652447432459E-14    0.919489783680174961E-14   -0.724814909837932078E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.182418326340242788E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.710219568109395549E-13    0.578371560681101801E+04    0.221785473535551159E+01    0.138206269846113263E-13    0.210301263766948139E-14    0.577487931961282720E+04    0.160225472682881929E+02    0.142904048301106073E-13    0.131518031592120083E-13    0.577915338954929211E+04    0.408852908747625943E+01    0.272605919737080071E-13    0.297641041602106458E-14   -0.724656878933305819E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.668655104719168709E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.656643410690426106E-13    0.578350022093505595E+04    0.222002801283603279E+01    0.151747249343369171E-13    0.151719635618140711E-14    0.577898203530915907E+04    0.476252500071080398E+01    0.267756984977656385E-13    0.287518446487162698E-14    0.576424376746475264E+04    0.146745367755175327E+02    0.891851023666286889E-14    0.136828854587616755E-13   -0.723269320182313322E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.211470317911573233E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.707570884483667282E-13    0.578334877705984309E+04    0.190654509903672631E+01    0.105545319170169805E-13    0.123989420511760965E-14    0.577142170749627076E+04    0.161670849170649902E+02    0.123252949447262608E-13    0.110950432901443638E-13    0.578030482513503193E+04    0.488576951868063691E+01    0.307977548487981080E-13    0.551150099658179977E-14   -0.721859724366101574E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.161433595325614927E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.754891163902977273E-13    0.578309726085997136E+04    0.192824565009782023E+01    0.120605386460896106E-13    0.219050935707095146E-14    0.577988461628833193E+04    0.461390382868494608E+01    0.279547191787960209E-13    0.311214512580853666E-14    0.577514671789823569E+04    0.147166853594667160E+02    0.141062105673073006E-13    0.101325844753163343E-13   -0.721046339811342847E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.144076868179048724E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.623649098967730303E-13    0.578312053528458910E+04    0.193690455896610758E+01    0.116296100078150802E-13    0.137096339075167625E-14    0.576847528337453514E+04    0.150383025966581609E+02    0.111527760010914811E-13    0.100026946069540921E-13    0.577988045199451244E+04    0.487348289100810650E+01    0.341476550690797331E-13    0.371851444921466504E-14   -0.720370571805664355E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.123036883286445248E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.779296191835491654E-13    0.578319317098932152E+04    0.205692231098496681E+01    0.105652101726924741E-13    0.155425582847369900E-14    0.577165033069433139E+04    0.119453020478852832E+02    0.101970059246235007E-13    0.800913404438516586E-14    0.578025412189496728E+04    0.464751248121220772E+01    0.314968422058632359E-13    0.366808211234527544E-14   -0.720273784994391804E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.890532306943528323E-15    0.566551170000000002E+04    0.356488999999999976E+02    0.713507472679261475E-13    0.578293034161048308E+04    0.242243663626665029E+01    0.177096037067691616E-13    0.141615530287410602E-14    0.577905841764035449E+04    0.541240950971560331E+01    0.254381247727927017E-13    0.326720217548149025E-14    0.577674690771614678E+04    0.152188529064445195E+02    0.111508716827769428E-13    0.133170514980832773E-13   -0.718646032032626465E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.385515015145096558E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.695625846430012915E-13    0.578279701771373857E+04    0.305988640574519888E+01    0.255097677735603998E-13    0.193434268098233506E-14    0.577447126635785389E+04    0.159097841251642649E+02    0.105187576882410723E-13    0.122291704605828702E-13    0.577684481154633431E+04    0.458000267651034676E+01    0.174709828225199152E-13    0.296472823145139430E-14   -0.718571167183888235E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.149685736211187652E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.597477508735734836E-13    0.578361878881486791E+04    0.227488423059600819E+01    0.166797805150349723E-13    0.177645509094797511E-14    0.577375613055963186E+04    0.155779681273357884E+02    0.144526730335671131E-13    0.105164223844802087E-13    0.577838641397911488E+04    0.435647897517673321E+01    0.250398625541287474E-13    0.298880787399880272E-14   -0.712776944370736771E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.150755320200897849E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.725977918686609776E-13    0.578339615937552389E+04    0.231903446779580991E+01    0.173527318287644375E-13    0.220786016653744486E-14    0.576675623746013844E+04    0.147200599788032154E+02    0.124985220857041931E-13    0.120646227425337489E-13    0.577878698918015289E+04    0.442325868370754716E+01    0.232637040303072935E-13    0.279125319678454217E-14   -0.712103226296398049E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.608413500664372778E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.670126494095132642E-13    0.578359686225880432E+04    0.179754591304694333E+01    0.119413370842399947E-13    0.154971501928530777E-14    0.577960881745050574E+04    0.398045833033662522E+01    0.254677169267766766E-13    0.382574696905230358E-14    0.577694751077472756E+04    0.154734091392016833E+02    0.188900440346556761E-13    0.995278401905330070E-14   -0.712061507016774442E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.578403963252370337E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.716977268342715814E-13    0.578356513921868645E+04    0.186208112859443475E+01    0.129286089787050653E-13    0.111419719054519119E-14    0.577950865946725844E+04    0.525558350403029539E+01    0.304128085798734438E-13    0.324949846459310587E-14    0.577442470801244417E+04    0.162228974859079784E+02    0.976044486890623450E-14    0.103436347005629662E-13   -0.711795422943601181E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.643318567823378077E-15    0.566551170000000002E+04    0.356488999999999976E+02    0.734352060575198804E-13    0.578306499419166175E+04    0.253933541057962575E+01    0.217685581775806449E-13    0.169930881256203387E-14    0.577811443392643378E+04    0.515861307900252353E+01    0.218987491591521272E-13    0.398700357001219860E-14    0.577169587079913163E+04    0.161575134418126787E+02    0.997613009101310393E-14    0.101598632818058213E-13   -0.710167767873554254E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.102385777188262921E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.725599975003345269E-13    0.578354417457321870E+04    0.182700852376819722E+01    0.771171554663790935E-14    0.145134026372756892E-14    0.578068112417360680E+04    0.464337180115058690E+01    0.324322681635940904E-13    0.322128088142631731E-14    0.577348022108819805E+04    0.136266888464694382E+02    0.114559518268727100E-13    0.984645720308368486E-14   -0.709940432048135222E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.238635989621747310E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.745145356630115018E-13    0.578285426881180410E+04    0.274732551316236240E+01    0.157267825169196511E-13    0.184723241058740772E-14    0.577946217921297193E+04    0.503977370509334222E+01    0.303973467257174680E-13    0.362531289014587222E-14    0.576370200079896767E+04    0.983158684695214191E+01    0.595898625574482522E-14    0.599567878856126035E-14   -0.708805733472025850E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.743264958072516657E-15    0.566551170000000002E+04    0.356488999999999976E+02    0.770429594394422213E-13    0.578365105539255001E+04    0.187050473663977068E+01    0.987399366793219231E-14    0.184391005443962675E-14    0.577060511999388837E+04    0.146817083830917934E+02    0.932392609235649628E-14    0.924261826894776902E-14    0.577973984079052025E+04    0.440957680770295823E+01    0.317599411641564573E-13    0.314145870683875333E-14   -0.708779764507320920E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.157474758517805541E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.734690805520579407E-13    0.578360645469276460E+04    0.195956038216757822E+01    0.138709889286664026E-13    0.126070338137668962E-14    0.576901444410875229E+04    0.142211356635856436E+02    0.126562619067382975E-13    0.861321859712524277E-14    0.577929086737757916E+04    0.410402357312528920E+01    0.252904800589012026E-13    0.302870797258721748E-14   -0.708678452823257032E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.249262153452731295E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.708346494044819561E-13    0.578298095295259100E+04    0.264120848487022997E+01    0.239937453741801928E-13    0.170669275301157928E-14    0.577739521427052205E+04    0.373589549130051246E+01    0.145308544969979423E-13    0.273240654710885475E-14    0.577754265045827924E+04    0.140317112395231636E+02    0.180559758740004000E-13    0.981860855664850618E-14   -0.708045083414652794E+02
