    0.560573040000000037E+04    0.296579000000000015E+02    0.127526625057570871E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.769381023599582526E-13    0.578235857841564030E+04    0.293688580866388271E+01    0.238824004154742088E-13    0.254701064299765549E-14    0.577841569693495330E+04    0.881364565145183221E+01    0.313361664340902181E-13    0.568847817928795918E-14   -0.912161061574834946E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.994788481451548850E-15    0.566551170000000002E+04    0.356488999999999976E+02    0.808152099938304206E-13    0.577940199440758715E+04    0.706428916960497855E+01    0.312862104378784871E-13    0.611261980652521321E-14    0.578258353492864535E+04    0.262785658388113719E+01    0.176754430359695867E-13    0.230249715659152368E-14   -0.891962163081136055E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.154797224237673454E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.755003062878952941E-13    0.577808128515770659E+04    0.932657865538500452E+01    0.263075866181753673E-13    0.647947993752217383E-14    0.578197154961135948E+04    0.325264146522283060E+01    0.255980991970507561E-13    0.231218429967170375E-14   -0.891869326257719877E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.931953327180812323E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.731639987499984999E-13    0.577635454652534827E+04    0.545792351581959334E+01    0.219750951607676699E-13    0.355167428637677685E-14    0.578309835756636494E+04    0.286647701750449135E+01    0.256285150401899067E-13    0.221941377336024140E-14   -0.883344137775940652E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.689269958427307517E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.765777157246537506E-13    0.577604462351916027E+04    0.799514558718596025E+01    0.232182776767914932E-13    0.478159074159144358E-14    0.578204049334676438E+04    0.323237594841528209E+01    0.282653919669498950E-13    0.297727667501260081E-14   -0.879365411464005433E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.239002727693068824E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.508655296135304591E-13    0.577827682220790211E+04    0.734517176855634712E+01    0.297848749634818426E-13    0.765134969814540303E-14    0.578242933827752040E+04    0.273687143547236156E+01    0.217903769770376027E-13    0.178462715489227285E-14   -0.879163515671730806E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.757654911735729288E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.711835370255815916E-13    0.578278981515711530E+04    0.292480780814792318E+01    0.245314107550992922E-13    0.229682531614191673E-14    0.577770978786993419E+04    0.740793213606044265E+01    0.277277174910356021E-13    0.522302160752083256E-14   -0.877401711967274309E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.440190153277038061E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.788097090791649081E-13    0.577813265970575958E+04    0.507987466896551698E+01    0.273622924587046465E-13    0.302399794824434293E-14    0.578277542239989270E+04    0.282929588902731055E+01    0.203460080498340180E-13    0.226465079299187261E-14   -0.876473994342844236E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.190714397818390389E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.798473017191116496E-13    0.577820229615133030E+04    0.823770748015915366E+01    0.235416138433845884E-13    0.613660525772827249E-14    0.578213266194757398E+04    0.299983106869497185E+01    0.258669459544782438E-13    0.187920970234706124E-14   -0.873431359351707499E+02
    0.560573040000000037E+04    0.296579000000000015E+02    0.176962710024851688E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.764377565705796602E-13    0.577733902619351647E+04    0.677320071795054091E+01    0.284670534689929713E-13    0.517740325609484850E-14    0.578235985620107022E+04    0.295195398623361571E+01    0.227369087687940265E-13    0.295233834259959770E-14   -0.871050076759253784E+02
