    0.560573040000000037E+04    0.296579000000000015E+02    0.822795954741700727E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.238731129026151439E-14    0.578088952295850413E+04    0.519766590736417822E+01    0.494642649657323054E-13    0.404343077105013260E-14   -0.140341291574857166E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.358169879948748009E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.463587174906797833E-13    0.578097034116155191E+04    0.435702986143212634E+01    0.458159374453827514E-13    0.302961745095128399E-14   -0.140192820951671138E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.103669632244100635E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.829108438770754747E-13    0.578081443110692999E+04    0.448062836103597473E+01    0.443427569749099374E-13    0.387319391929608306E-14   -0.139870913014096118E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.718762657459807134E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.144049732755069461E-13    0.578112336010022955E+04    0.495555327467364215E+01    0.453779544482914019E-13    0.321330487073652184E-14   -0.139124487398644590E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.661122203079917507E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.783517100457355017E-13    0.578084946748844777E+04    0.447434390468198728E+01    0.445764341840398696E-13    0.379446435616459667E-14   -0.138999210475227187E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.442912516305304113E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.805811058782239447E-13    0.578082645217278787E+04    0.461450487597643733E+01    0.445539799388554226E-13    0.447423758651037631E-14   -0.138669605597245948E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.762868029908991552E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.793324600355276920E-14    0.578144222722602262E+04    0.471965742254822906E+01    0.455563647000727757E-13    0.496000311654289948E-14   -0.138400810854584023E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.570567901867381619E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.754762490666609907E-13    0.578104034442186912E+04    0.505520256583675565E+01    0.471746427611830701E-13    0.336509949053558043E-14   -0.138119543945393673E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.634775571139861876E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.174887683788786033E-13    0.578127958014926298E+04    0.465188233798303230E+01    0.444342927004043070E-13    0.573560763582019186E-14   -0.138048004508236147E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.154417601221607842E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.770783317086257889E-13    0.578111490090311690E+04    0.467071836068019230E+01    0.449895706792171417E-13    0.522539478615002452E-14   -0.137838959010994472E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.714940467827733324E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.147659036671577978E-13    0.578089147728778607E+04    0.458607931343254815E+01    0.460420944693729268E-13    0.469968148041144816E-14   -0.137603869280759795E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.800061066618399472E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.365449767137562210E-14    0.578074694274149988E+04    0.500877138001621169E+01    0.477254372936131991E-13    0.376876980181412916E-14   -0.137570258909115182E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.460125935391507434E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.738292086312286145E-13    0.578125062754826467E+04    0.476167163869734100E+01    0.466961788605882907E-13    0.590271464146800859E-14   -0.137501995909915422E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.179512810644493852E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.632395299039307518E-13    0.578119975168986639E+04    0.443695886326194788E+01    0.465398256104127206E-13    0.301169648473970415E-14   -0.137375611849085288E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.755109844884681104E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.601161814277144742E-14    0.578082544929462711E+04    0.458061145915001067E+01    0.467207995390048487E-13    0.455886284125580855E-14   -0.137373694368938459E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.237165764174283237E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.816411238797978742E-13    0.578087344086978464E+04    0.508098569854410265E+01    0.476224642751937304E-13    0.477549278885945160E-14   -0.137363747071093371E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.590304765431899055E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.817388522309402849E-13    0.578104596447501808E+04    0.471539553634020336E+01    0.480948062325596463E-13    0.416490356043670594E-14   -0.137353397274825625E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.776061699784785920E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.253843500577243130E-14    0.578093198975090309E+04    0.482540665152785397E+01    0.454843074971477659E-13    0.578757417560897097E-14   -0.137336363028972812E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.125969664289491536E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.689836171336451782E-13    0.578100513456913541E+04    0.466852768494965442E+01    0.467711032037498559E-13    0.692244523767724519E-14   -0.137319604152877304E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.826231376317248260E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.299197279101915097E-14    0.578142351814420363E+04    0.447666864584588797E+01    0.457272851438820579E-13    0.424451848504685210E-14   -0.137317438089433324E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.762548461897756764E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.395010269105866587E-14    0.578109241710317019E+04    0.493541420577548173E+01    0.459801394431904472E-13    0.439484868877010141E-14   -0.137299788615820944E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.788574397412284534E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.511668586970133320E-14    0.578106750737576658E+04    0.511015415930563144E+01    0.479256215676475869E-13    0.453647499676028554E-14   -0.137240416340995779E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.309353256755939224E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.521995226676654073E-13    0.578144110541171085E+04    0.453234563137764201E+01    0.471144071583779403E-13    0.464952485282057195E-14   -0.137182671101870937E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.247605434532792048E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.824310886538496980E-13    0.578106427765451372E+04    0.454191399532637519E+01    0.463624195187393157E-13    0.583744203433461799E-14   -0.137161031480579254E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.760469255089072649E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.314841074710304054E-14    0.578122515839631433E+04    0.471849708817370761E+01    0.478953605600480310E-13    0.622109812417425630E-14   -0.137098933520003612E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.789116735353970155E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.166064835821119891E-14    0.578084094834489679E+04    0.472642387071992243E+01    0.456858564784142384E-13    0.393732173849347795E-14   -0.137050044300784407E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.808642134504115195E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.113748910862909053E-14    0.578109564843295630E+04    0.438304734974929300E+01    0.452539372437373334E-13    0.325178082805198373E-14   -0.136977958793025238E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.688074191102417495E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.154762571218710164E-13    0.578142477804366990E+04    0.461954952788155282E+01    0.476131814892914247E-13    0.300980995991388587E-14   -0.136970362328887575E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.794067737885951725E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.105409533836686639E-14    0.578119448290770106E+04    0.458564587082272901E+01    0.480678904303650660E-13    0.365697225023935177E-14   -0.136967089262682066E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.340174118242133846E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.802276318073274636E-13    0.578099719539566195E+04    0.470869423869265002E+01    0.453426550136125972E-13    0.613061076790823857E-14   -0.136856094432011048E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.788828481403526230E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.718586125095544185E-15    0.578116079481510042E+04    0.449092712230178748E+01    0.468479607054202080E-13    0.494738076172954302E-14   -0.136811414911901522E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.100874855558830992E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.830961589070250536E-13    0.578076410899977691E+04    0.493350931497348633E+01    0.481740326596011782E-13    0.410404205687544891E-14   -0.136805888863209560E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.798232741031793950E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.192592501147464198E-14    0.578094732508902689E+04    0.471498986301507905E+01    0.486105863639759055E-13    0.568994148503959692E-14   -0.136769973149722745E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.824003665822621262E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.215252768073260242E-14    0.578083699491789866E+04    0.477678889668531248E+01    0.452608072758527571E-13    0.441681708090277517E-14   -0.136715993236329155E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.778283147176293233E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.468094851051987979E-14    0.578093280808473446E+04    0.497432509902272191E+01    0.461947872647754510E-13    0.341564311722896342E-14   -0.136694042328091200E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.198178593860909984E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.676484823225326122E-13    0.578124019901526390E+04    0.475305977327985385E+01    0.480310940516422271E-13    0.367164825230465549E-14   -0.136662305093415057E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.687311658472325601E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.105855000904655933E-13    0.578120670870932008E+04    0.467123976182308986E+01    0.459094124462840110E-13    0.627338692454911523E-14   -0.136614463940614286E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.761691612168892895E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.654936275331122855E-14    0.578113988647051974E+04    0.493531487451264539E+01    0.457787719290962370E-13    0.507905938696449031E-14   -0.136556727290552317E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.324887637360452785E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.841253821313436134E-13    0.578114970990551319E+04    0.464387656634468904E+01    0.460391235188050575E-13    0.463646124219846086E-14   -0.136550311463565095E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.854898641761042068E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.138398519185705895E-14    0.578109499609614522E+04    0.476821335920116596E+01    0.461783124642928512E-13    0.490816585915892222E-14   -0.136510945929855779E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.779227701583578604E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.366045994551101180E-14    0.578117830933687583E+04    0.494124253604681130E+01    0.493271561665835844E-13    0.491567470845786252E-14   -0.136481895138961363E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.826695270942644537E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.168449198375649619E-14    0.578125625478145594E+04    0.434310272076734716E+01    0.454326922449129972E-13    0.370033667451423001E-14   -0.136481071796394900E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.770919991446985369E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.389404165861470203E-14    0.578124267359585883E+04    0.481233834362228841E+01    0.455177754582818525E-13    0.540238409023431071E-14   -0.136463210131282153E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.770772661956415093E-15    0.566551170000000002E+04    0.356488999999999976E+02    0.820807635115374445E-13    0.578105709800337081E+04    0.461003697797849021E+01    0.441895504414567085E-13    0.523505576933636079E-14   -0.136453006349429160E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.129379827894487140E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.720328261158816406E-13    0.578108658283043133E+04    0.447258164533719782E+01    0.473169904686964244E-13    0.291132570079708113E-14   -0.136407713740954364E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.302430119058073380E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.568663340201664454E-13    0.578118849041783415E+04    0.484216393357187602E+01    0.480794543243084608E-13    0.406807073643575182E-14   -0.136389935808341392E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.641945740622606630E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.198639150776389224E-13    0.578127647515597891E+04    0.466921806708488329E+01    0.487408318330030034E-13    0.306772687564931854E-14   -0.136372894712985953E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.150854075772279159E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.822443077627816930E-13    0.578083309344166810E+04    0.475115143638307469E+01    0.482655729960348578E-13    0.319645953925695413E-14   -0.136362334528262181E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.725809164213684156E-13    0.566551170000000002E+04    0.356488999999999976E+02    0.776156803485366234E-14    0.578112484641705669E+04    0.461394647618167841E+01    0.482493998631631747E-13    0.521673112878459851E-14   -0.136343232880782352E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.548860542447179599E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.757600675014371288E-13    0.578106041704272775E+04    0.504798875215444287E+01    0.484335264988055393E-13    0.521980456349017239E-14   -0.136303116624738635E+03
    0.560573040000000037E+04    0.296579000000000015E+02    0.424594688105041885E-14    0.566551170000000002E+04    0.356488999999999976E+02    0.780475027845663727E-13    0.578114884776969211E+04    0.455615056745661740E+01    0.439010418520805745E-13    0.401231956957961106E-14   -0.136253276635775876E+03
