4750.162,2.923260803222656e-17,2.7133594512939453e-18
4751.412,3.022415771484375e-17,1.991832160949707e-18
4752.662,3.2190301513671877e-17,2.0335411071777345e-18
4753.912,3.0878350830078127e-17,1.9137521743774413e-18
4755.162,3.0614019775390627e-17,1.8787347793579103e-18
4756.412,3.235686340332031e-17,1.943723678588867e-18
4757.662,3.01051025390625e-17,1.8036113739013673e-18
4758.912,2.911334228515625e-17,1.648550796508789e-18
4760.162,3.014234924316406e-17,1.6727401733398438e-18
4761.412,3.0515267944335935e-17,1.685069465637207e-18
4762.662,3.1124713134765626e-17,1.660043716430664e-18
4763.912,3.240081787109375e-17,1.672437286376953e-18
4765.162,3.766706237792969e-17,1.7824195861816406e-18
4766.412,3.811996765136719e-17,1.709504508972168e-18
4767.662,3.4738140869140624e-17,1.5727521896362305e-18
4768.912,3.4333941650390624e-17,1.5475646018981933e-18
4770.162,3.4684457397460934e-17,1.5671629905700682e-18
4771.412,3.2255776977539063e-17,1.4673918724060059e-18
4772.662,3.316878967285156e-17,1.4919466972351074e-18
4773.912,3.550692749023437e-17,1.5437231063842774e-18
4775.162,3.752726440429687e-17,1.6419719696044921e-18
4776.412,3.431773071289062e-17,1.5876060485839844e-18
4777.662,3.303343811035156e-17,1.5029404640197754e-18
4778.912,3.339098205566406e-17,1.48545503616333e-18
4780.162,3.390808715820312e-17,1.5921658515930176e-18
4781.412,3.156995849609375e-17,1.4827590942382812e-18
4782.662,3.304163208007812e-17,1.5904717445373534e-18
4783.912,3.2843505859375e-17,1.6222475051879883e-18
4785.162,3.336798400878906e-17,1.5895326614379882e-18
4786.412,2.902667541503906e-17,1.423789405822754e-18
4787.662,2.9451162719726565e-17,1.4746782302856445e-18
4788.912,2.9627496337890625e-17,1.429720401763916e-18
4790.162,3.0392941284179685e-17,1.3731966972351074e-18
4791.412,3.443653259277344e-17,1.547542381286621e-18
4792.662,3.268531188964844e-17,1.483128547668457e-18
4793.912,3.4168109130859374e-17,1.5224923133850097e-18
4795.162,3.7180612182617187e-17,1.5348862648010254e-18
4796.412,3.903186340332031e-17,1.6296945571899415e-18
4797.662,3.6782647705078124e-17,1.6020713806152343e-18
4798.912,3.417146301269531e-17,1.4543663024902344e-18
4800.162,3.454986877441406e-17,1.4979451179504393e-18
4801.412,3.3258615112304685e-17,1.4342101097106932e-18
4802.662,3.4746554565429687e-17,1.5117756843566895e-18
4803.912,3.608001708984375e-17,1.5875006675720215e-18
4805.162,3.5162548828125e-17,1.6123559951782226e-18
4806.412,3.438590087890625e-17,1.6376802444458008e-18
4807.662,3.4310296630859376e-17,1.622950553894043e-18
4808.912,3.5993896484375e-17,1.6978736877441406e-18
4810.162,3.2737750244140625e-17,1.5358985900878905e-18
4811.412,3.58801513671875e-17,1.6770589828491211e-18
